"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","cohort","significant"
-0.0369071980000001,0.954924835888889,-0.459121751237448,0.655832391183584,0.866553044980333,-5.26596340106867,"Acot8","GSE41345",FALSE
-0.00492510590000027,0.204994987444444,-0.0766463112271963,0.940396314479057,0.984312705254854,-5.35278904667998,"Acox3","GSE41345",FALSE
-0.0553671514000002,0.927435038555555,-0.606867114198981,0.557283516833569,0.816045824259634,-5.20064673814894,"Acp2","GSE41345",FALSE
-0.00797448010000004,0.324711001222222,-0.140568926197117,0.890963993701914,0.970075728066428,-5.34683853115917,"Acp6","GSE41345",FALSE
0.0136509157999965,1.91467206088889,0.16360691060625,0.873255928111226,0.962797183593288,-5.34383913072504,"Acsbg1","GSE41345",FALSE
-0.0376822679999996,0.548504483333333,-0.520067400780561,0.614181703666928,0.845448920354193,-5.24107168872549,"Acsl1","GSE41345",FALSE
-0.419479772249999,2.07410630166667,-4.55350159765901,0.00101608554902484,0.519305144899208,-1.2119086048606,"Acsl3","GSE41345",FALSE
-0.0728303756500035,2.16024380655556,-1.03746215251672,0.323629757328208,0.694344901076038,-4.92117707148219,"Acsl5","GSE41345",FALSE
-0.431146892549996,3.30802402566667,-3.49020618612165,0.00570226192464313,0.537623773850961,-2.25929255838787,"Acsl6","GSE41345",FALSE
0.0482115932499999,0.720354068777778,0.735170371529557,0.478895892792194,0.779558420707242,-5.13059498702561,"Acta1","GSE41345",FALSE
0.0532872808499997,1.42552951933333,0.114027623711032,0.911442320369261,0.975735234028149,-5.34973319846186,"Acta2","GSE41345",FALSE
1.42665222835,12.1837121844444,1.56686547989063,0.147798173256202,0.580042267756514,-4.43494315702695,"Actb","GSE41345",FALSE
-0.09042558185,0.0832520251111111,-0.728562584720778,0.482757637610537,0.782864225255292,-5.13449306794137,"Actl6a","GSE41345",FALSE
0.142540836199997,1.80139371655555,2.02983482358153,0.069438232457679,0.564515411734788,-3.93008907076648,"Actn1","GSE41345",FALSE
0.11154935945,0.173312870888889,1.85825862625056,0.0923723529414424,0.573793150721065,-4.1228752530111,"Actn2","GSE41345",FALSE
0.49628598525,0.264377681,2.90941532766735,0.0153695751189179,0.537623773850961,-2.90852424968645,"Actn4","GSE41345",FALSE
-0.200226209800001,1.33094384022222,-1.76795002040124,0.107094717859277,0.573793150721065,-4.22198124028155,"Actr10","GSE41345",FALSE
0.129368187249999,2.49562251811111,1.42698580889439,0.183646237839385,0.590993588481768,-4.57531871650665,"Actr1a","GSE41345",FALSE
0.0509976576499995,1.40665115522222,0.601663414866684,0.560609989738608,0.817333384866089,-5.20323183391602,"Actr1b","GSE41345",FALSE
-0.0117447626000008,2.36189035611111,-0.133866504370681,0.896128061483467,0.970643617857129,-5.34762624352655,"Actr3","GSE41345",FALSE
0.0699115231500002,1.45248550366667,0.92192700380462,0.377982374887161,0.728556252861778,-5.00811193865393,"Actr3b","GSE41345",FALSE
-0.0831497172500004,0.858701357111111,-0.894454900174103,0.391816910756573,0.731400141938539,-5.02757210751606,"Acvr1","GSE41345",FALSE
-0.203876768,0.238117669111111,-2.36106481208623,0.0395566493853337,0.551749088057453,-3.54730558673509,"Acvr1c","GSE41345",FALSE
0.00688497215000035,1.27033606822222,0.0988485969884047,0.923185533695602,0.980131504510931,-5.35111821627772,"Acvr2b","GSE41345",FALSE
-0.0564685986,0.845518693666667,-0.958932112435581,0.359901335918418,0.716817708150309,-4.98114965982148,"Acy1","GSE41345",FALSE
0.21947744495,0.374318214888889,2.09991834290407,0.061711480320796,0.562699041155405,-3.85000550342122,"Adam11","GSE41345",FALSE
0.0199838361999997,0.534649876777778,0.155091677313858,0.879793158612474,0.965780779034111,-5.34500039240518,"Adam15","GSE41345",FALSE
-0.0568172170999999,0.450584032111111,-0.616610048312344,0.551085265704178,0.813982599286129,-5.19575197547345,"Adam17","GSE41345",FALSE
-0.0430939689000006,0.400436377333333,-0.506919592490294,0.623053270575325,0.848356877470424,-5.24668840350367,"Adam19","GSE41345",FALSE
-0.0691043550999996,0.192496139888889,-0.567685437960602,0.582600049977348,0.829521342719776,-5.21960811710951,"Adam9","GSE41345",FALSE
