gene,log2FC_BaP_vs_Control,welch_p,n_bap,n_control,BH_p
Stk-ps2,-0.09489798525000001,0.41531934380152236,4,4,0.8527584396156653
Zfp248,-0.09435155525000005,0.41537633986807204,4,4,0.8528179726993396
Gm45941,-0.09462777524999999,0.4154555615498097,4,4,0.8528555452959433
AI606473,-0.08560760024999998,0.4154570688903619,4,4,0.8528555452959433
Prmt7,-0.053016458749999995,0.4155048120703064,4,4,0.8528555452959433
Or4c102,0.09232667200000003,0.4155066515990678,4,4,0.8528555452959433
Mup16,0.0543818095,0.4155533751919425,4,4,0.8528869088307627
Gtf2a2,0.08258054950000027,0.41559853568701327,4,4,0.8528869088307627
Mir9-2,0.09196864424999962,0.41562278474713044,4,4,0.8528869088307627
AU015836,-0.058219940250000005,0.4156339473622991,4,4,0.8528869088307627
CJ186046Rik,0.04819255425000002,0.4156768680169163,4,4,0.8529175161573268
Gm29197,-0.04993315737499999,0.4157097283261207,4,4,0.8529274781662849
Itgb2l,-0.054189931250000004,0.41579027330342133,4,4,0.8529887871613413
Madcam1,-0.05293874974999996,0.41582368417841015,4,4,0.8529887871613413
4933406B15Rik,-0.06695273699999998,0.41585871295097926,4,4,0.8529887871613413
Rabgef1,-0.051537598625,0.4158782869737628,4,4,0.8529887871613413
Gm5064,-0.08738824325000001,0.41589617801389744,4,4,0.8529887871613413
Dsc3,-0.10755041975,0.4159076533144838,4,4,0.8529887871613413
Gzma,-0.07166446974999996,0.41599788606103466,4,4,0.85311639740589
Spata31h2,-0.076470648,0.4160329887387162,4,4,0.8531309389325572
Slc25a23,0.16487974775000014,0.41612022890440553,4,4,0.8531344677932459
Zfp647,0.11400061174999998,0.41612704138092643,4,4,0.8531344677932459
Inpp5a,0.06214502725,0.41616846842106414,4,4,0.8531344677932459
Gm12089,-0.07499681099999989,0.41617001456955427,4,4,0.8531344677932459
Rb1cc1,-0.05083332124999995,0.4161925004231506,4,4,0.8531344677932459
Tirap,-0.06276200650000008,0.41621919457987877,4,4,0.8531344677932459
Vat1,-0.10221924774999991,0.41623079383175204,4,4,0.8531344677932459
Gm9874,-0.29750491075,0.4163664157396551,4,4,0.8533298650173367
Vmn1r-ps12,0.06908797974999999,0.41639269257542,4,4,0.8533298650173367
Cyp2d22,0.11329249350000004,0.4164101803876956,4,4,0.8533298650173367
Gm71751,-0.0882789275,0.41647674747792335,4,4,0.8533451974454487
Map3k14,-0.08167700999999994,0.4164815000940973,4,4,0.8533451974454487
Psmc1,-0.05982335374999992,0.4165404471945459,4,4,0.8533451974454487
Zan,-0.24377286850000024,0.41654824120995426,4,4,0.8533451974454487
A730056A06Rik,0.09438390699999988,0.4165603778476497,4,4,0.8533451974454487
Gabrp,0.05286687174999999,0.4165857760578845,4,4,0.8533451974454487
Mospd4,-0.1063087875,0.41668680388783236,4,4,0.8534341860052078
Bcs1l,-0.0742171547499999,0.41671118087726877,4,4,0.8534341860052078
Ftsj3,0.0850291697500003,0.4168149681139477,4,4,0.8534341860052078
Coq4,-0.09580846625,0.41684149743673543,4,4,0.8534341860052078
Gm21451,-0.07930091524999971,0.41684383126353064,4,4,0.8534341860052078
Or5a3,-0.39652279825000003,0.4168668821278002,4,4,0.8534341860052078
Zic2,-0.2058909845000001,0.4169062606463676,4,4,0.8534341860052078
Gm56769,-0.2058909845000001,0.4169062606463676,4,4,0.8534341860052078
Kcnip1,0.058481990999999955,0.4169086805023127,4,4,0.8534341860052078
Atp9a,-0.18194736737499984,0.4169449715028698,4,4,0.8534341860052078
Lrrc24,-0.08892882537499958,0.41699921742162116,4,4,0.8534341860052078
Gm53012,0.11168965750000003,0.41700498723704005,4,4,0.8534341860052078
Smok3a,0.041356439749999994,0.41706465946671245,4,4,0.8534341860052078
Asah2,0.08137362937500003,0.4170988016176158,4,4,0.8534341860052078
Ermardl2,0.09322508024999998,0.41716019261415577,4,4,0.8534341860052078
Cntn1,-0.06340212575000059,0.4172428761155355,4,4,0.8534341860052078
Tac1,-0.4539943380000002,0.4172869779964434,4,4,0.8534341860052078
Nfix,0.08763471575000015,0.41729577490555353,4,4,0.8534341860052078
Gm5114,-0.07238094725000001,0.41732026329054406,4,4,0.8534341860052078
Tafa2,0.1383152872499993,0.41734378966791036,4,4,0.8534341860052078
Pnkp,0.11496250475000003,0.4173857832646168,4,4,0.8534341860052078
P2ry10b,-0.05772408100000015,0.4174090859005011,4,4,0.8534341860052078
Jsrp1,-0.10291678599999998,0.41741436126469783,4,4,0.8534341860052078
Clasrp,-0.35184626099999994,0.41755044017112575,4,4,0.8534341860052078
Gabra2,-0.08897002700000023,0.417555828871073,4,4,0.8534341860052078
1700023G09Rik,-0.08747404975,0.4175650167430089,4,4,0.8534341860052078
Gm7444,0.09808860124999999,0.4175669428508175,4,4,0.8534341860052078
Smo,0.11129268474999998,0.4175909179949416,4,4,0.8534341860052078
Gm37504,0.07924958075000002,0.4176010324817282,4,4,0.8534341860052078
Or10g3,0.07924958075000002,0.4176010324817282,4,4,0.8534341860052078
R3hdm4,0.11433927099999996,0.41760385252288923,4,4,0.8534341860052078
Mir9769,0.13909300400000024,0.4176060901158601,4,4,0.8534341860052078
Hspb6,0.13909300400000024,0.4176060901158601,4,4,0.8534341860052078
E030025P04Rik,0.11301916925,0.41762310191687724,4,4,0.8534341860052078
Gm6419,-0.04285599300000004,0.4176292596591801,4,4,0.8534341860052078
Stat3,0.08964092812500002,0.4176380059174421,4,4,0.8534341860052078
D830024N08Rik,-0.08054635225000001,0.41769689838010077,4,4,0.8534443436409862
Ssxb6,-0.155483858,0.41769902108985224,4,4,0.8534443436409862
Cldn15,-0.12226791199999987,0.4177985515120052,4,4,0.8535671471217235
1700027J07Rik,0.047775161750000045,0.41782076607954655,4,4,0.8535671471217235
Gm69389,0.08083219575000011,0.4178432031927297,4,4,0.8535671471217235
Gm30978,-0.0615662325,0.41790651380990584,4,4,0.8535849261722166
H2-Q1,-0.2196033397499999,0.41793272977598295,4,4,0.8535849261722166
Slfn14,-0.07946275450000001,0.4179359869674315,4,4,0.8535849261722166
0610005C13Rik,-0.105026852,0.41800444009593135,4,4,0.8536169890187594
Gtf2h1,-0.07336527975000004,0.41803392208239015,4,4,0.8536169890187594
Klkb1,0.09237946324999999,0.41803576934642755,4,4,0.8536169890187594
Chaf1a,-0.12523573649999964,0.4181386426353063,4,4,0.8537338229466263
Abhd12,0.11209529649999972,0.41817187391374083,4,4,0.8537338229466263
Gm15535,-0.07666381899999997,0.4181770807301606,4,4,0.8537338229466263
Eprs1,-0.15064325950000002,0.41826040386726454,4,4,0.8537902863996982
Ptges3-ps,0.046264350874999915,0.4182832290998682,4,4,0.8537902863996982
Or7g32,0.062991954875,0.4182926902953651,4,4,0.8537902863996982
Gm60781,-0.0567429490000001,0.41836062428903326,4,4,0.8537902863996982
Ctnnbip1,-0.14021789750000002,0.41838723837315667,4,4,0.8537902863996982
D930048N14Rik,0.079714956,0.4184361726862779,4,4,0.8537902863996982
Pms2,0.027395418250000025,0.4184524103586184,4,4,0.8537902863996982
Gm10600,0.08979719874999997,0.41846915877151386,4,4,0.8537902863996982
Mmp10,0.11064076125,0.4184729538833374,4,4,0.8537902863996982
Tmem160,0.072763083,0.41848507339685764,4,4,0.8537902863996982
Gm74447,-0.20679456925,0.41859792390588346,4,4,0.8538293160271362
Gm12134,-0.20679456925,0.41859792390588346,4,4,0.8538293160271362
Nr0b1,-0.04454158975,0.41860723254712384,4,4,0.8538293160271362
Glra2,0.13557120750000018,0.41869231986501304,4,4,0.8538293160271362
Rai1,-0.059990023,0.41872224717373113,4,4,0.8538293160271362
Gm45666,-0.18575196524999998,0.4187229232725863,4,4,0.8538293160271362
Plac9,0.047578308750000006,0.41873974426481836,4,4,0.8538293160271362
1700003O11Rik,-0.07958353125,0.41875837054680015,4,4,0.8538293160271362
Diras1,-0.1377783572500002,0.4187613590951693,4,4,0.8538293160271362
Gm15246,-0.16149171012500008,0.4187940029288775,4,4,0.8538293160271362
Gm62128,0.055933640249999694,0.41881818443882723,4,4,0.8538293160271362
Ppp2r5e,0.07487745524999997,0.41884062192820515,4,4,0.8538293160271362
Bhlha15,-0.10272431575000018,0.4189357551441307,4,4,0.853966090534077
Or5b119,-0.07657449625000001,0.41905680169418796,4,4,0.8540139868902109
Or51f2,-0.06144940174999999,0.41907272052856004,4,4,0.8540139868902109
Gm5092,-0.07621725549999997,0.4190762887472028,4,4,0.8540139868902109
Casd1,0.11898735262500004,0.4191112346152844,4,4,0.8540139868902109
Acbd6,0.10345788975000003,0.41913072212477065,4,4,0.8540139868902109
Fam167b,-0.1206102819999999,0.41919708282421236,4,4,0.8540139868902109
Plrg1,0.03464478549999983,0.41920198823665633,4,4,0.8540139868902109
Phyhd1,-0.15529377262499994,0.4192289804894403,4,4,0.8540139868902109
Gm73882,-0.06467403324999998,0.4192716776181069,4,4,0.8540139868902109
Timm50,-0.06467403324999998,0.4192716776181069,4,4,0.8540139868902109
Slc19a3,-0.058962320749999964,0.41927912124318023,4,4,0.8540139868902109
Or7a36,0.0380484745,0.41929574290679417,4,4,0.8540139868902109
Osbpl3,-0.12356647774999999,0.4193887257651681,4,4,0.8541419964213348
Gm10538,-0.058199437250000007,0.41941835214551726,4,4,0.8541419964213348
Gatc,0.10284934899999998,0.419442727163038,4,4,0.8541419964213348
C1qtnf6,-0.06598403000000008,0.41954649454829346,4,4,0.8542961849276476
Pkhd1l1,0.07813167825,0.4196438802575415,4,4,0.8544373590803372
Kank3,-0.12004406750000002,0.41969936498906296,4,4,0.8544932054353166
Or51k2,-0.1137132545,0.4197499810650843,4,4,0.8545391325747465
Ctsm-ps,0.08442654625000001,0.4198633696100457,4,4,0.8546656226740373
Magt1,-0.10642029437500011,0.41990553418493815,4,4,0.8546656226740373
Morc3,0.10838862550000017,0.4199228982468712,4,4,0.8546656226740373
4933426B08Rik,0.05769380375000002,0.41995483837379366,4,4,0.8546656226740373
Aloxe3,-0.3144758887500001,0.4199571147917974,4,4,0.8546656226740373
Alms1-ps2,-0.10229688799999997,0.4199805465164276,4,4,0.8546656226740373
Gm16287,0.08016654700000003,0.42005809041793485,4,4,0.8546656226740373
Echdc1,0.04574071425000001,0.42009624245977994,4,4,0.8546656226740373
Ap3d1,-0.07948162500000011,0.42012025059246455,4,4,0.8546656226740373
2900041M22Rik,-0.14483879500000002,0.42012237578076156,4,4,0.8546656226740373
Gm7351,-0.05694208250000021,0.42013127404944245,4,4,0.8546656226740373
Gm12344,-0.05823493625,0.42014886073928576,4,4,0.8546656226740373
Gm64546,0.20699321424999995,0.42021586204018224,4,4,0.8546682784966327
H2-DMb1,0.20699321424999995,0.42021586204018224,4,4,0.8546682784966327
Gm14519,-0.13041297250000006,0.42023435350955723,4,4,0.8546682784966327
4930488N15Rik,0.06859535475,0.4202817849159893,4,4,0.8547076683628052
Mturn,-0.18176105937499987,0.42034860520686107,4,4,0.8547864806156213
Lepr,0.15081185012500004,0.42038690994617633,4,4,0.8548072993270629
Mvd,-0.07875721575000005,0.420439750160179,4,4,0.8548220215758985
Csf1r,0.04975296249999994,0.4204502851066115,4,4,0.8548220215758985
Or10g1,-0.12114952575,0.42047856729930566,4,4,0.8548224581581773
Prmt9,-0.07913865150000002,0.42064100811004945,4,4,0.8550956176077736
Rbm34,0.07662041525000002,0.42069275956773233,4,4,0.855124379786258
Rrs1,-0.04584731899999983,0.4207113116206097,4,4,0.855124379786258
Itih4,-0.03443849987500003,0.42080931226022095,4,4,0.8552315017661305
Sdad1,-0.1184367275,0.4208760702933538,4,4,0.8552315017661305
Taar7e,-0.10469870675000004,0.42098553493187674,4,4,0.8552315017661305
Cd300lg,-0.09182820300000005,0.4210137818654604,4,4,0.8552315017661305
Tectb,0.06089730275000001,0.4210338817719464,4,4,0.8552315017661305
Zkscan2,-0.17580644249999988,0.42106936687802254,4,4,0.8552315017661305
Cyp2a12,-0.1178820125,0.42112283376256476,4,4,0.8552315017661305
Septin3,-0.0844281455,0.42117480055648837,4,4,0.8552315017661305
Gm42745,-0.04064530349999995,0.42117861406744805,4,4,0.8552315017661305
Col4a3,0.15721699,0.4211816894458218,4,4,0.8552315017661305
Gm15616,-0.10962099600000008,0.42124194543213833,4,4,0.8552315017661305
Mb21d2,0.090135178,0.4212436250661946,4,4,0.8552315017661305
2310047K21Rik,0.09410727125000007,0.4212590687662033,4,4,0.8552315017661305
Shcbp1l,-0.21921679025000007,0.4212802108824637,4,4,0.8552315017661305
Or13e8,-0.050913042500000005,0.42132977349915873,4,4,0.8552315017661305
4930520P13Rik,0.07666628650000001,0.42137117244040967,4,4,0.8552315017661305
Klf10,0.11706039925000011,0.421420944369936,4,4,0.8552315017661305
Card10,-0.21306344100000002,0.4214228587172166,4,4,0.8552315017661305
Prss48,0.07543069449999998,0.4214466202893492,4,4,0.8552315017661305
Zmynd10,0.22060679049999998,0.42152434038910813,4,4,0.8552315017661305
Spata31d1d,-0.058398384500000004,0.4215448295227588,4,4,0.8552315017661305
Rpl22l1,-0.03349259524999998,0.4215536795111145,4,4,0.8552315017661305
Vmn1r79,-0.0700476565,0.42161314008342315,4,4,0.8552315017661305
Pot1a,0.09937030949999999,0.42162810966099895,4,4,0.8552315017661305
Kit,-0.39127136925000006,0.4216404603052423,4,4,0.8552315017661305
Adgrl1,0.10018070312499971,0.4216694729637199,4,4,0.8552315017661305
Pou3f1,0.07436412775,0.4217098087728037,4,4,0.8552315017661305
Kif3a,-0.09046182562500005,0.42171311431698816,4,4,0.8552315017661305
Ddx17,-0.13386277962500007,0.42171865170718387,4,4,0.8552315017661305
Hapln3,-0.126643561375,0.42172517867364745,4,4,0.8552315017661305
Gm43580,-0.13389607874999998,0.42175889722550164,4,4,0.8552315017661305
Or11l3,0.07105795675000001,0.42176742622158864,4,4,0.8552315017661305
Gm5040,-0.036528414499999995,0.42186606514562075,4,4,0.8552315017661305
Rtf1,0.13208983975000002,0.4219358166898168,4,4,0.8552315017661305
Gm8670,0.12373010974999998,0.4219619709849761,4,4,0.8552315017661305
Man1a2,0.057902326375000035,0.4220516284718119,4,4,0.8552315017661305
Gm5435,0.11805105375,0.42205967512957177,4,4,0.8552315017661305
Gm31064,0.11805105375,0.42205967512957177,4,4,0.8552315017661305
Gm5989,0.05835328425000001,0.42208364840280865,4,4,0.8552315017661305
Rai14,-0.11457578175000016,0.42210291645293707,4,4,0.8552315017661305
Bst1,-0.08788389500000049,0.4221221694595575,4,4,0.8552315017661305
Or5t18,0.05507108149999998,0.4221297986033057,4,4,0.8552315017661305
Gm12703,-0.20780430350000006,0.4221518738897022,4,4,0.8552315017661305
1700119I11Rik,0.10089731875000002,0.42219529184025767,4,4,0.8552315017661305
Rnf43,0.1806325095000001,0.42219966300485,4,4,0.8552315017661305
Gm3532,-0.056434252625000014,0.42221628821374096,4,4,0.8552315017661305
Gm8050,-0.056434252625000014,0.42221628821374096,4,4,0.8552315017661305
Gm3033,-0.056434252625000014,0.42221628821374096,4,4,0.8552315017661305
Gm2244,-0.056434252625000014,0.42221628821374096,4,4,0.8552315017661305
Gm3755,-0.056434252625000014,0.42221628821374096,4,4,0.8552315017661305
Gm8271,-0.056434252625000014,0.42221628821374096,4,4,0.8552315017661305
4930544M13Rik,-0.04922787325,0.4222529100638206,4,4,0.8552315017661305
Gm6352,-0.1497134710000001,0.4222673423438865,4,4,0.8552315017661305
Slc9a4,-0.24073893700000015,0.4222803823075608,4,4,0.8552315017661305
1700010H22Rik,-0.124928919,0.42232134993787085,4,4,0.8552513144289957
Pepd,0.04239496599999999,0.422381351460384,4,4,0.8552513144289957
Trim30a,0.07943256700000001,0.42238857416896947,4,4,0.8552513144289957
Tjp2,-0.07738970624999997,0.42240637200528813,4,4,0.8552513144289957
Kremen1,0.03716046937499984,0.4224305727264047,4,4,0.8552513144289957
Fam110b,0.11310839524999983,0.42251451857351263,4,4,0.8553644095769011
Nupr1,-0.22206890349999986,0.42254375186430015,4,4,0.8553667335845215
Kat2a,0.035956666374999946,0.4225790388828184,4,4,0.8553807465158773
Cxcl14,0.07825232649999991,0.4226154682386926,4,4,0.8553807465158773
Gm12470,-0.12228862174999999,0.4226436223640677,4,4,0.8553807465158773
Pomgnt2,-0.03396797100000004,0.4227372083243923,4,4,0.8553807465158773
Sytl1,-0.18761103025000003,0.4227748234668337,4,4,0.8553807465158773
Dkk4,0.05853583600000001,0.4228306836677837,4,4,0.8553807465158773
Gm9824,0.09936932087499994,0.4228643982569614,4,4,0.8553807465158773
4930579K19Rik,-0.04118625774999998,0.4228815464672428,4,4,0.8553807465158773
Sec13,0.05730299675000006,0.42291256476567013,4,4,0.8553807465158773
Gm45442,-0.2004992077499992,0.4229397494128125,4,4,0.8553807465158773
Emp3,-0.2004992077499992,0.4229397494128125,4,4,0.8553807465158773
Oas1h,0.093405953625,0.42301205913847123,4,4,0.8553807465158773
Fam76a,-0.10804775150000012,0.4230259247605517,4,4,0.8553807465158773
Gm8399,0.08325970250000003,0.423045603668958,4,4,0.8553807465158773
Gm54913,0.08325970250000003,0.423045603668958,4,4,0.8553807465158773
Skint6,0.08162239449999997,0.42312345012863184,4,4,0.8553807465158773
Tshz1,-0.11189560499999995,0.42314284095646093,4,4,0.8553807465158773
Mapk12,0.13774374300000014,0.42318899739222027,4,4,0.8553807465158773
Ccdc148,0.17756442874999978,0.42324598906528854,4,4,0.8553807465158773
Or10ag60,0.0830547605,0.42326022305365274,4,4,0.8553807465158773
Spred3,0.07906166050000002,0.4232743845053772,4,4,0.8553807465158773
Chtop,0.05205974575000005,0.4232821812973675,4,4,0.8553807465158773
4930448F12Rik,0.075279222,0.4233230030271926,4,4,0.8553807465158773
Dennd1c,-0.13084463825000014,0.42340021000610895,4,4,0.8553807465158773
Gm49888,-0.13084463825000014,0.42340021000610895,4,4,0.8553807465158773
Gm13021,0.05663709700000001,0.42342519964233716,4,4,0.8553807465158773
Gm12444,-0.08871459650000002,0.42342581741376867,4,4,0.8553807465158773
Ankzf1,-0.28301823049999997,0.42348081478140104,4,4,0.8553807465158773
Or8b41,-0.08886178799999998,0.4235593260444448,4,4,0.8553807465158773
Cabyr,-0.11393547712500005,0.42357333993333424,4,4,0.8553807465158773
Pramex2,-0.08891788875000001,0.4235769029159444,4,4,0.8553807465158773
Gm9246,0.11463367499999999,0.4235863269115856,4,4,0.8553807465158773
Rc3h2,0.1125522672499999,0.42359441543347115,4,4,0.8553807465158773
C9,-0.07158452074999999,0.42361845422603733,4,4,0.8553807465158773
Coq2,-0.06324269699999996,0.423687217233348,4,4,0.8553807465158773
Zfp322a,-0.060897751249999965,0.42371367841247487,4,4,0.8553807465158773
Gm55178,-0.09706694274999994,0.4237362671067851,4,4,0.8553807465158773
Gm8182,-0.026683356249999957,0.423762934487668,4,4,0.8553807465158773
Gm16080,0.09037552999999998,0.42385741010232625,4,4,0.8553807465158773
Or14a259,-0.06428109125,0.4238591161483742,4,4,0.8553807465158773
Gm62474,-0.09912685799999998,0.42386846526202576,4,4,0.8553807465158773
Cbr4,-0.07885923250000001,0.42389070861589634,4,4,0.8553807465158773
5031425F14Rik,0.08792072075000001,0.4239163523013492,4,4,0.8553807465158773
Tmem50a,0.08305760550000002,0.42397307504157,4,4,0.8553807465158773
Akap5,-0.11175921124999988,0.42397434413030516,4,4,0.8553807465158773
Lipk,-0.12994071549999997,0.42400050717419524,4,4,0.8553807465158773
Itgb2,-0.057246883249999936,0.42402320352745165,4,4,0.8553807465158773
Mrpl20,0.06515975125000001,0.42402570103827736,4,4,0.8553807465158773
Grm3,0.08946435874999903,0.42403951226744385,4,4,0.8553807465158773
Gm73755,-0.021746606999999862,0.4240918797118751,4,4,0.8553807465158773
Gm15653,-0.021746606999999862,0.4240918797118751,4,4,0.8553807465158773
Tfec,-0.10752184450000007,0.4241244220491936,4,4,0.8553807465158773
Or8g26,-0.11851465025,0.42415486662306245,4,4,0.8553807465158773
Bach1,-0.0950514994999998,0.42417594626020677,4,4,0.8553807465158773
Haus7,0.11686242499999988,0.42420947719063334,4,4,0.8553807465158773
AAdacl4fm3,-0.0989119224999998,0.42423144372990584,4,4,0.8553807465158773
Gm60505,0.028947690000000026,0.4242441745804355,4,4,0.8553807465158773
Dolk,0.07322078050000003,0.4243334930960362,4,4,0.8553807465158773
Kdm6bos,-0.10096547599999994,0.42433613479661986,4,4,0.8553807465158773
Gm33320,-0.09794084475,0.42438964803519247,4,4,0.8553807465158773
Gm47881,0.07248722974999999,0.42448900248551197,4,4,0.8553807465158773
Fam219b,-0.056055996375,0.4245077878379116,4,4,0.8553807465158773
Or2b4,0.10069619924999999,0.42453877153961544,4,4,0.8553807465158773
Rp9,-0.07745323000000004,0.4245579240442342,4,4,0.8553807465158773
Clca3a2,-0.10856664399999999,0.4245787555812565,4,4,0.8553807465158773
Stx1a,-0.18512918925,0.42458229335399544,4,4,0.8553807465158773
4933425M03Rik,-0.047691948250000005,0.424588949571867,4,4,0.8553807465158773
Gm65626,-0.047691948250000005,0.424588949571867,4,4,0.8553807465158773
Insc,0.18942637824999986,0.42460905900065044,4,4,0.8553807465158773
Gm32247,0.10873362875,0.4246250375967417,4,4,0.8553807465158773
Cers5,-0.08037002750000011,0.42467159275459865,4,4,0.8553807465158773
F830045P16Rik,0.09336666899999999,0.42467182345932913,4,4,0.8553807465158773
Naa38,0.052600502749999944,0.42469421460692086,4,4,0.8553807465158773
Kcnip2,0.2556133369999998,0.42476119322266864,4,4,0.8553807465158773
Ptpn3,0.14086678149999998,0.4248217330116556,4,4,0.8553807465158773
4933406B17Rik,0.06476981475,0.4248305237641632,4,4,0.8553807465158773
Oip5os1,0.157712144,0.4248633840392177,4,4,0.8553807465158773
Cog4,-0.08129242625,0.42491490281528865,4,4,0.8553807465158773
Nedd4,0.1603013080000001,0.42495250184404953,4,4,0.8553807465158773
Cand2,-0.07643475499999997,0.42500773602722824,4,4,0.8553807465158773
Snora17,-0.1347824447499999,0.42501421421803726,4,4,0.8553807465158773
Snhg7,-0.1347824447499999,0.42501421421803726,4,4,0.8553807465158773
Snora43,-0.1347824447499999,0.42501421421803726,4,4,0.8553807465158773
Ugt2a3,-0.05526466299999999,0.42503108928378824,4,4,0.8553807465158773
Gm2810,-0.15439316700000005,0.425038342963301,4,4,0.8553807465158773
Vmn1r247,0.067484242,0.42505492967040076,4,4,0.8553807465158773
Vmn1r258,0.067484242,0.42505492967040076,4,4,0.8553807465158773
Gm4207,0.067484242,0.42505492967040076,4,4,0.8553807465158773
Or1e31,0.06846836125000003,0.42505679495056403,4,4,0.8553807465158773
5031425E22Rik,-0.09998279774999999,0.4250941103957121,4,4,0.8553807465158773
Gm64149,-0.0776113887499999,0.4251064808006409,4,4,0.8553807465158773
Pcdhb21,0.08753131125000005,0.4251709417003607,4,4,0.8554539340969932
Or8c17,0.04103855275,0.42520903366957497,4,4,0.8554686845630185
Ndst2,0.10407959374999998,0.425364079168228,4,4,0.8554686845630185
Ptpn11,0.10340130825000005,0.42537314565302126,4,4,0.8554686845630185
Dyrk4,0.10411694449999997,0.42541337876827445,4,4,0.8554686845630185
Serpina5,-0.058903599500000015,0.42543411757017946,4,4,0.8554686845630185
Mrgpre,-0.10032607299999999,0.4254560593686282,4,4,0.8554686845630185
Gm3404,-0.0538216655,0.42547046436316216,4,4,0.8554686845630185
Slc6a19os,-0.10532693400000001,0.42547793790042554,4,4,0.8554686845630185
4933401B06Rik,-0.092419788,0.4254839077419706,4,4,0.8554686845630185
1700003P14Rik,0.08211317575000002,0.42548930563786747,4,4,0.8554686845630185
Gm5582,0.05959234424999997,0.4255118173889262,4,4,0.8554686845630185
1110035H17Rik,0.0689721015,0.4255239632069368,4,4,0.8554686845630185
9230102K24Rik,-0.11044817825,0.42554342563467723,4,4,0.8554686845630185
D230030E09Rik,-0.09744659550000004,0.4255978761980296,4,4,0.8554885947599296
Psmg1,-0.038090291625000106,0.4256095083990824,4,4,0.8554885947599296
Jmjd4,0.14895691174999998,0.42569626765817264,4,4,0.8555479361998758
Gm32461,-0.07811435649999998,0.42569943032641455,4,4,0.8555479361998758
9530002B09Rik,0.08180699799999999,0.4257449637613916,4,4,0.8555479361998758
Mdm4,0.049408919999999995,0.4257737038663968,4,4,0.8555479361998758
Vmn1r211,-0.05670801525000001,0.42579662047568345,4,4,0.8555479361998758
A330009N23Rik,0.08958318349999983,0.4258452267872985,4,4,0.8555479361998758
4930404K13Rik,-0.08520185049999998,0.4258481005759314,4,4,0.8555479361998758
Snx29,-0.08249918749999999,0.42586376125525727,4,4,0.8555479361998758
4930554P06Rik,0.07554884874999998,0.4260218631047063,4,4,0.8558004353739499
Gmpr2,-0.060005560750000075,0.42608283775430666,4,4,0.8558004353739499
Chd1l,0.07275232624999994,0.42610427666723616,4,4,0.8558004353739499
Vwa5a,-0.0602962197500001,0.4262537658874671,4,4,0.8558004353739499
Frat2,0.060844222625000006,0.42627192835926264,4,4,0.8558004353739499
6430710M23Rik,0.06850441737500002,0.42631527402076763,4,4,0.8558004353739499
4930407I10Rik,-0.06988953425000001,0.4263430409954302,4,4,0.8558004353739499
Tgm1,-0.16394994125,0.4264070189755562,4,4,0.8558004353739499
Neu3,0.09824946325000006,0.42642738477645703,4,4,0.8558004353739499
Zfp786,-0.08106705274999992,0.4264395665915808,4,4,0.8558004353739499
Trim5,0.07663924,0.42652613650130056,4,4,0.8558004353739499
Gm10524,0.04469036362500001,0.4265415107283039,4,4,0.8558004353739499
Gm58640,0.04469036362500001,0.4265415107283039,4,4,0.8558004353739499
Krtdap,-0.09804289799999999,0.4265471173891685,4,4,0.8558004353739499
Gm57858,-0.11092332724999998,0.42658586003748417,4,4,0.8558004353739499
Gm33994,0.02635476325000001,0.4265906646480932,4,4,0.8558004353739499
Sfrp1,0.51813296025,0.42661302328367445,4,4,0.8558004353739499
Ceacam15,-0.04538189250000001,0.4266220350060213,4,4,0.8558004353739499
Mc3r,0.42308441025,0.42662781771435015,4,4,0.8558004353739499
2010007H06Rik,-0.08853559150000001,0.4266505912010583,4,4,0.8558004353739499
Gm49423,0.14806744049999998,0.42667679869247077,4,4,0.8558004353739499
Gm42951,-0.04582804374999999,0.4267350256188686,4,4,0.8558004353739499
1700065D16Rik,0.06109491374999999,0.42675749903686705,4,4,0.8558004353739499
Rack1,-0.0322599432499997,0.4267745458954952,4,4,0.8558004353739499
Snord95,-0.0322599432499997,0.4267745458954952,4,4,0.8558004353739499
Ina,0.06530226625000068,0.4268654993520923,4,4,0.8558004353739499
Pdik1l,-0.04058404574999999,0.4268751237582182,4,4,0.8558004353739499
Gm28330,-0.054872255749999994,0.42691677129589445,4,4,0.8558004353739499
E330034L11Rik,-0.111830987375,0.4269364306769956,4,4,0.8558004353739499
Stam,-0.057813035874999974,0.42698030843069895,4,4,0.8558004353739499
Fam120c,0.14101515674999998,0.4270532109586797,4,4,0.8558004353739499
Prdm16,0.32560214725000014,0.4270943402843293,4,4,0.8558004353739499
Gm35453,-0.06287476375,0.4271349395695765,4,4,0.8558004353739499
Gm56389,0.07330916574999999,0.42714463503825684,4,4,0.8558004353739499
Dsg1c,0.091510167,0.4271889660100963,4,4,0.8558004353739499
Gm61342,-0.07996357550000001,0.427239239428977,4,4,0.8558004353739499
Cstdc3,-0.07996357550000001,0.427239239428977,4,4,0.8558004353739499
Or51h7,-0.07915311675,0.42724182372246744,4,4,0.8558004353739499
Tslrn1,-0.18487584124999978,0.42731048983686915,4,4,0.8558004353739499
Gm43681,0.09462352624999998,0.4273525161554893,4,4,0.8558004353739499
Ccni,0.09462352624999998,0.4273525161554893,4,4,0.8558004353739499
Gm5890,-0.29094122499999997,0.4273744059683162,4,4,0.8558004353739499
Gm4557,-0.29094122499999997,0.4273744059683162,4,4,0.8558004353739499
Spry2,0.04882320074999996,0.4273790125719927,4,4,0.8558004353739499
